$SOD:009.0,20151018,052536,W84,HYB,V,999.9,99,34-37.76800N ,139-44.03080E ,SC:HYB,V 10.8,HYB,V 11.8,V 10.6,V 14.8,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V346,14.1,352,08.9,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052537,W84,HYB,V,999.9,99,34-37.77100N ,139-44.03150E ,SC:HYB,V 11.1,HYB,V 10.6,V 10.7,V 15.0,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V346,14.1,352,08.8,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052538,W84,HYB,V,999.9,99,34-37.77420N ,139-44.03210E ,SC:HYB,V 11.4,HYB,V  9.5,V 10.8,V 15.0,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V346,14.1,353,08.8,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052539,W84,HYB,V,999.9,99,34-37.77730N ,139-44.03280E ,SC:HYB,V 11.6,HYB,V  9.3,V 10.9,V 14.9,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V346,14.1,353,08.8,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052540,W84,HYB,V,999.9,99,34-37.78060N ,139-44.03340E ,SC:HYB,V 11.7,HYB,V  9.6,V 11.1,V 14.9,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V347,14.0,353,08.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052541,W84,HYB,V,999.9,99,34-37.78380N ,139-44.03410E ,SC:HYB,V 11.8,HYB,V  9.5,V 11.2,V 14.7,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V347,14.1,354,08.6,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052542,W84,HYB,V,999.9,99,34-37.78700N ,139-44.03460E ,SC:HYB,V 11.7,HYB,V  7.9,V 11.2,V 14.4,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V347,14.1,353,08.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052543,W84,HYB,V,999.9,99,34-37.79030N ,139-44.03510E ,SC:HYB,V 11.4,HYB,V  6.4,V 11.2,V 13.9,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V348,14.1,354,08.6,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052544,W84,HYB,V,999.9,99,34-37.79340N ,139-44.03560E ,SC:HYB,V 11.2,HYB,V  6.8,V 11.2,V 13.3,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V347,14.1,352,08.5,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052545,W84,HYB,V,999.9,99,34-37.79620N ,139-44.03600E ,SC:HYB,V 10.9,HYB,V  9.4,V 11.2,V 12.9,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V347,14.3,353,08.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052546,W84,HYB,V,999.9,99,34-37.79920N ,139-44.03670E ,SC:HYB,V 10.8,HYB,V 13.0,V 11.1,V 12.7,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V349,14.3,356,08.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052547,W84,HYB,V,999.9,99,34-37.80210N ,139-44.03760E ,SC:HYB,V 10.7,HYB,V 14.9,V 11.0,V 12.6,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V352,13.9,359,08.3,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052548,W84,HYB,V,999.9,99,34-37.80510N ,139-44.03840E ,SC:HYB,V 10.7,HYB,V 13.4,V 10.8,V 12.4,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V350,13.4,356,07.9,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052549,W84,HYB,V,999.9,99,34-37.80800N ,139-44.03920E ,SC:HYB,V 10.8,HYB,V  9.8,V 10.7,V 12.4,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V348,13.0,351,07.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052550,W84,HYB,V,999.9,99,34-37.81100N ,139-44.03950E ,SC:HYB,V 11.0,HYB,V  6.3,V 10.7,V 12.6,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V345,13.4,347,08.2,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
$SOD:009.0,20151018,052551,W84,HYB,V,999.9,99,34-37.81420N ,139-44.03980E ,SC:HYB,V 11.2,HYB,V  5.0,V 10.7,V 12.9,T:I-99.99,I -4.920,D:P,I   74.0,A:I9999.9,I999,W:V341,13.8,343,08.7,R:I9999,I9999,E:I 0.0946,H:I9999.9,I480450,I011006.89,I999.9,99.9,
